date,sku_id,store_id,on_hand,on_order_qty,in_transit_orders
2024-06-28,SKU0002,S003,0,153,6
2024-06-29,SKU0002,S003,21,129,5
2024-06-30,SKU0002,S003,84,63,2
2024-07-01,SKU0002,S003,81,63,2
2024-07-02,SKU0002,S003,78,63,2
2024-07-03,SKU0002,S003,75,63,2
2024-07-04,SKU0002,S003,135,0,0
2024-07-05,SKU0002,S003,132,0,0
2024-07-06,SKU0002,S003,129,0,0
2024-07-07,SKU0002,S003,124,0,0
2024-07-08,SKU0002,S003,119,0,0
2024-07-09,SKU0002,S003,116,0,0
2024-07-10,SKU0002,S003,114,0,0
2024-07-11,SKU0002,S003,111,0,0
2024-07-12,SKU0002,S003,109,0,0
2024-07-13,SKU0002,S003,106,0,0
2024-07-14,SKU0002,S003,103,0,0
2024-07-15,SKU0002,S003,100,0,0
2024-07-16,SKU0002,S003,97,0,0
2024-07-17,SKU0002,S003,95,0,0
2024-07-18,SKU0002,S003,92,0,0
2024-07-19,SKU0002,S003,89,0,0
2024-07-20,SKU0002,S003,86,0,0
2024-07-21,SKU0002,S003,83,0,0
2024-07-22,SKU0002,S003,81,0,0
2024-07-23,SKU0002,S003,78,0,0
2024-07-24,SKU0002,S003,74,0,0
2024-07-25,SKU0002,S003,71,0,0
2024-07-26,SKU0002,S003,68,0,0
2024-07-27,SKU0002,S003,64,0,0
2024-07-28,SKU0002,S003,61,0,0
2024-07-29,SKU0002,S003,58,0,0
2024-07-30,SKU0002,S003,55,0,0
2024-07-31,SKU0002,S003,51,0,0
2024-08-01,SKU0002,S003,48,0,0
2024-08-02,SKU0002,S003,44,0,0
2024-08-03,SKU0002,S003,41,0,0
2024-08-04,SKU0002,S003,38,0,0
2024-08-05,SKU0002,S003,35,0,0
2024-08-06,SKU0002,S003,33,0,0
2024-08-07,SKU0002,S003,31,0,0
2024-08-08,SKU0002,S003,28,0,0
2024-08-09,SKU0002,S003,25,0,0
2024-08-10,SKU0002,S003,23,0,0
2024-08-11,SKU0002,S003,19,0,0
2024-08-12,SKU0002,S003,16,0,0
2024-08-13,SKU0002,S003,13,20,1
2024-08-14,SKU0002,S003,10,43,2
2024-08-15,SKU0002,S003,7,69,3
2024-08-16,SKU0002,S003,4,98,4
2024-08-17,SKU0002,S003,1,130,5
2024-08-18,SKU0002,S003,0,163,6
2024-08-19,SKU0002,S003,0,196,7
2024-08-20,SKU0002,S003,24,170,6
2024-08-21,SKU0002,S003,40,150,5
2024-08-22,SKU0002,S003,70,117,4
2024-08-23,SKU0002,S003,151,33,1
2024-08-24,SKU0002,S003,180,0,0
2024-08-25,SKU0002,S003,177,0,0
2024-08-26,SKU0002,S003,175,0,0
2024-08-27,SKU0002,S003,172,0,0
2024-08-28,SKU0002,S003,169,0,0
2024-08-29,SKU0002,S003,166,0,0
2024-08-30,SKU0002,S003,163,0,0
2024-08-31,SKU0002,S003,160,0,0
2024-09-01,SKU0002,S003,157,0,0
2024-09-02,SKU0002,S003,154,0,0
2024-09-03,SKU0002,S003,151,0,0
2024-09-04,SKU0002,S003,148,0,0
2024-09-05,SKU0002,S003,145,0,0
2024-09-06,SKU0002,S003,142,0,0
2024-09-07,SKU0002,S003,139,0,0
2024-09-08,SKU0002,S003,136,0,0
2024-09-09,SKU0002,S003,133,0,0
2024-09-10,SKU0002,S003,130,0,0
2024-09-11,SKU0002,S003,127,0,0
2024-09-12,SKU0002,S003,124,0,0
2024-09-13,SKU0002,S003,122,0,0
2024-09-14,SKU0002,S003,119,0,0
2024-09-15,SKU0002,S003,115,0,0
2024-09-16,SKU0002,S003,113,0,0
2024-09-17,SKU0002,S003,110,0,0
2024-09-18,SKU0002,S003,107,0,0
2024-09-19,SKU0002,S003,105,0,0
2024-09-20,SKU0002,S003,102,0,0
2024-09-21,SKU0002,S003,99,0,0
2024-09-22,SKU0002,S003,97,0,0
2024-09-23,SKU0002,S003,91,0,0
2024-09-24,SKU0002,S003,89,0,0
2024-09-25,SKU0002,S003,86,0,0
2024-09-26,SKU0002,S003,84,0,0
2024-09-27,SKU0002,S003,81,0,0
2024-09-28,SKU0002,S003,77,0,0
2024-09-29,SKU0002,S003,74,0,0
2024-09-30,SKU0002,S003,71,0,0
2024-10-01,SKU0002,S003,68,0,0
2024-10-02,SKU0002,S003,65,0,0
2024-10-03,SKU0002,S003,62,0,0
2024-10-04,SKU0002,S003,60,0,0
2024-10-05,SKU0002,S003,57,0,0
2024-10-06,SKU0002,S003,54,0,0
2024-10-07,SKU0002,S003,51,0,0
2024-10-08,SKU0002,S003,48,0,0
2024-10-09,SKU0002,S003,45,0,0
2024-10-10,SKU0002,S003,42,0,0
2024-10-11,SKU0002,S003,39,0,0
2024-10-12,SKU0002,S003,36,0,0
2024-10-13,SKU0002,S003,33,0,0
2024-10-14,SKU0002,S003,30,0,0
2024-10-15,SKU0002,S003,27,0,0
2024-10-16,SKU0002,S003,24,0,0
2024-10-17,SKU0002,S003,21,0,0
2024-10-18,SKU0002,S003,19,0,0
2024-10-19,SKU0002,S003,17,0,0
2024-10-20,SKU0002,S003,14,19,1
2024-10-21,SKU0002,S003,11,41,2
2024-10-22,SKU0002,S003,9,65,3
2024-10-23,SKU0002,S003,29,43,2
2024-10-24,SKU0002,S003,26,43,2
2024-10-25,SKU0002,S003,23,43,2
2024-10-26,SKU0002,S003,20,43,2
2024-10-27,SKU0002,S003,17,43,2
2024-10-28,SKU0002,S003,14,62,3
2024-10-29,SKU0002,S003,30,43,2
2024-10-30,SKU0002,S003,51,19,1
2024-10-31,SKU0002,S003,48,19,1
2024-11-01,SKU0002,S003,45,19,1
2024-11-02,SKU0002,S003,42,19,1
2024-11-03,SKU0002,S003,38,19,1
2024-11-04,SKU0002,S003,53,0,0
2024-11-05,SKU0002,S003,50,0,0
2024-11-06,SKU0002,S003,47,0,0
2024-11-07,SKU0002,S003,43,0,0
2024-11-08,SKU0002,S003,39,0,0
2024-11-09,SKU0002,S003,36,0,0
2024-11-10,SKU0002,S003,32,0,0
2024-11-11,SKU0002,S003,28,0,0
2024-11-12,SKU0002,S003,24,0,0
2024-11-13,SKU0002,S003,21,0,0
2024-11-14,SKU0002,S003,18,0,0
2024-11-15,SKU0002,S003,15,18,1
2024-11-16,SKU0002,S003,11,40,2
2024-11-17,SKU0002,S003,7,66,3
2024-11-18,SKU0002,S003,21,48,2
2024-11-19,SKU0002,S003,40,26,1
2024-11-20,SKU0002,S003,37,26,1
2024-11-21,SKU0002,S003,33,26,1
2024-11-22,SKU0002,S003,56,0,0
2024-11-23,SKU0002,S003,53,0,0
2024-11-24,SKU0002,S003,49,0,0
2024-11-25,SKU0002,S003,46,0,0
2024-11-26,SKU0002,S003,42,0,0
2024-11-27,SKU0002,S003,40,0,0
2024-11-28,SKU0002,S003,37,0,0
2024-11-29,SKU0002,S003,35,0,0
2024-11-30,SKU0002,S003,29,0,0
2024-12-01,SKU0002,S003,26,0,0
2024-12-02,SKU0002,S003,22,0,0
2024-12-03,SKU0002,S003,19,0,0
2024-12-04,SKU0002,S003,16,0,0
2024-12-05,SKU0002,S003,12,21,1
2024-12-06,SKU0002,S003,9,45,2
2024-12-07,SKU0002,S003,29,21,1
2024-12-08,SKU0002,S003,26,21,1
2024-12-09,SKU0002,S003,22,21,1
2024-12-10,SKU0002,S003,19,21,1
2024-12-11,SKU0002,S003,16,21,1
2024-12-12,SKU0002,S003,13,41,2
2024-12-13,SKU0002,S003,10,64,3
2024-12-14,SKU0002,S003,6,91,4
2024-12-15,SKU0002,S003,2,122,5
2024-12-16,SKU0002,S003,19,101,4
2024-12-17,SKU0002,S003,15,119,5
2024-12-18,SKU0002,S003,31,99,4
2024-12-19,SKU0002,S003,55,72,3
2024-12-20,SKU0002,S003,51,72,3
2024-12-21,SKU0002,S003,102,18,1
2024-12-22,SKU0002,S003,99,18,1
2024-12-23,SKU0002,S003,94,18,1
2024-12-24,SKU0002,S003,91,18,1
2024-12-25,SKU0002,S003,88,18,1
2024-12-26,SKU0002,S003,103,0,0
2024-12-27,SKU0002,S003,100,0,0
2024-12-28,SKU0002,S003,97,0,0
2024-12-29,SKU0002,S003,93,0,0
2024-12-30,SKU0002,S003,89,0,0
2024-01-01,SKU0002,S004,30,0,0
2024-01-02,SKU0002,S004,27,0,0
2024-01-03,SKU0002,S004,25,0,0
2024-01-04,SKU0002,S004,22,0,0
2024-01-05,SKU0002,S004,19,0,0
2024-01-06,SKU0002,S004,16,0,0
2024-01-07,SKU0002,S004,14,17,1
2024-01-08,SKU0002,S004,12,36,2
2024-01-09,SKU0002,S004,10,57,3
2024-01-10,SKU0002,S004,7,81,4
2024-01-11,SKU0002,S004,5,107,5
2024-01-12,SKU0002,S004,19,90,4
2024-01-13,SKU0002,S004,36,71,3
2024-01-14,SKU0002,S004,60,45,2
2024-01-15,SKU0002,S004,81,21,1
2024-01-16,SKU0002,S004,78,21,1
2024-01-17,SKU0002,S004,75,21,1
2024-01-18,SKU0002,S004,72,21,1
2024-01-19,SKU0002,S004,90,0,0
2024-01-20,SKU0002,S004,88,0,0
2024-01-21,SKU0002,S004,85,0,0
2024-01-22,SKU0002,S004,82,0,0
2024-01-23,SKU0002,S004,80,0,0
2024-01-24,SKU0002,S004,78,0,0
2024-01-25,SKU0002,S004,75,0,0
2024-01-26,SKU0002,S004,73,0,0
2024-01-27,SKU0002,S004,71,0,0
2024-01-28,SKU0002,S004,68,0,0
2024-01-29,SKU0002,S004,65,0,0
2024-01-30,SKU0002,S004,62,0,0
2024-01-31,SKU0002,S004,59,0,0
2024-02-01,SKU0002,S004,57,0,0
2024-02-02,SKU0002,S004,55,0,0
2024-02-03,SKU0002,S004,50,0,0
2024-02-04,SKU0002,S004,48,0,0
2024-02-05,SKU0002,S004,45,0,0
2024-02-06,SKU0002,S004,42,0,0
2024-02-07,SKU0002,S004,39,0,0
2024-02-08,SKU0002,S004,37,0,0
2024-02-09,SKU0002,S004,34,0,0
2024-02-10,SKU0002,S004,31,0,0
2024-02-11,SKU0002,S004,28,0,0
2024-02-12,SKU0002,S004,25,0,0
2024-02-13,SKU0002,S004,22,0,0
2024-02-14,SKU0002,S004,19,0,0
2024-02-15,SKU0002,S004,16,0,0
2024-02-16,SKU0002,S004,14,17,1
2024-02-17,SKU0002,S004,11,37,2
2024-02-18,SKU0002,S004,8,60,3
2024-02-19,SKU0002,S004,5,86,4
2024-02-20,SKU0002,S004,2,115,5
2024-02-21,SKU0002,S004,0,146,6
2024-02-22,SKU0002,S004,41,103,4
2024-02-23,SKU0002,S004,38,103,4
2024-02-24,SKU0002,S004,61,77,3
2024-02-25,SKU0002,S004,75,60,2
2024-02-26,SKU0002,S004,101,31,1
2024-02-27,SKU0002,S004,99,31,1
2024-02-28,SKU0002,S004,96,31,1
2024-02-29,SKU0002,S004,125,0,0
2024-03-01,SKU0002,S004,122,0,0
2024-03-02,SKU0002,S004,120,0,0
2024-03-03,SKU0002,S004,118,0,0
2024-03-04,SKU0002,S004,115,0,0
2024-03-05,SKU0002,S004,112,0,0
2024-03-06,SKU0002,S004,110,0,0
2024-03-07,SKU0002,S004,107,0,0
2024-03-08,SKU0002,S004,104,0,0
2024-03-09,SKU0002,S004,102,0,0
2024-03-10,SKU0002,S004,100,0,0
2024-03-11,SKU0002,S004,97,0,0
2024-03-12,SKU0002,S004,95,0,0
2024-03-13,SKU0002,S004,92,0,0
2024-03-14,SKU0002,S004,90,0,0
2024-03-15,SKU0002,S004,88,0,0
2024-03-16,SKU0002,S004,86,0,0
2024-03-17,SKU0002,S004,83,0,0
2024-03-18,SKU0002,S004,80,0,0
2024-03-19,SKU0002,S004,77,0,0
2024-03-20,SKU0002,S004,74,0,0
2024-03-21,SKU0002,S004,71,0,0
2024-03-22,SKU0002,S004,69,0,0
2024-03-23,SKU0002,S004,67,0,0
2024-03-24,SKU0002,S004,64,0,0
2024-03-25,SKU0002,S004,61,0,0
2024-03-26,SKU0002,S004,57,0,0
2024-03-27,SKU0002,S004,55,0,0
2024-03-28,SKU0002,S004,52,0,0
2024-03-29,SKU0002,S004,50,0,0
2024-03-30,SKU0002,S004,47,0,0
2024-03-31,SKU0002,S004,44,0,0
2024-04-01,SKU0002,S004,41,0,0
2024-04-02,SKU0002,S004,38,0,0
2024-04-03,SKU0002,S004,36,0,0
2024-04-04,SKU0002,S004,34,0,0
2024-04-05,SKU0002,S004,31,0,0
2024-04-06,SKU0002,S004,28,0,0
2024-04-07,SKU0002,S004,25,0,0
2024-04-08,SKU0002,S004,22,0,0
2024-04-09,SKU0002,S004,20,0,0
2024-04-10,SKU0002,S004,18,0,0
2024-04-11,SKU0002,S004,15,0,0
2024-04-12,SKU0002,S004,12,19,1
2024-04-13,SKU0002,S004,10,40,2
2024-04-14,SKU0002,S004,7,64,3
2024-04-15,SKU0002,S004,5,90,4
2024-04-16,SKU0002,S004,2,119,5
2024-04-17,SKU0002,S004,0,150,6
2024-04-18,SKU0002,S004,16,131,5
2024-04-19,SKU0002,S004,40,105,4
2024-04-20,SKU0002,S004,61,81,3
2024-04-21,SKU0002,S004,79,60,2
2024-04-22,SKU0002,S004,76,60,2
2024-04-23,SKU0002,S004,105,29,1
2024-04-24,SKU0002,S004,131,0,0
2024-04-25,SKU0002,S004,129,0,0
2024-04-26,SKU0002,S004,126,0,0
2024-04-27,SKU0002,S004,123,0,0
2024-04-28,SKU0002,S004,121,0,0
2024-04-29,SKU0002,S004,118,0,0
2024-04-30,SKU0002,S004,115,0,0
2024-05-01,SKU0002,S004,113,0,0
2024-05-02,SKU0002,S004,111,0,0
2024-05-03,SKU0002,S004,108,0,0
2024-05-04,SKU0002,S004,105,0,0
2024-05-05,SKU0002,S004,102,0,0
2024-05-06,SKU0002,S004,100,0,0
2024-05-07,SKU0002,S004,97,0,0
2024-05-08,SKU0002,S004,95,0,0
2024-05-09,SKU0002,S004,92,0,0
2024-05-10,SKU0002,S004,88,0,0
2024-05-11,SKU0002,S004,85,0,0
2024-05-12,SKU0002,S004,82,0,0
2024-05-13,SKU0002,S004,80,0,0
2024-05-14,SKU0002,S004,78,0,0
2024-05-15,SKU0002,S004,75,0,0
2024-05-16,SKU0002,S004,73,0,0
2024-05-17,SKU0002,S004,70,0,0
2024-05-18,SKU0002,S004,66,0,0
2024-05-19,SKU0002,S004,63,0,0
2024-05-20,SKU0002,S004,60,0,0
2024-05-21,SKU0002,S004,57,0,0
2024-05-22,SKU0002,S004,54,0,0
2024-05-23,SKU0002,S004,51,0,0
2024-05-24,SKU0002,S004,48,0,0
2024-05-25,SKU0002,S004,45,0,0
2024-05-26,SKU0002,S004,42,0,0
2024-05-27,SKU0002,S004,39,0,0
2024-05-28,SKU0002,S004,36,0,0
2024-05-29,SKU0002,S004,34,0,0
2024-05-30,SKU0002,S004,31,0,0
2024-05-31,SKU0002,S004,28,0,0
2024-06-01,SKU0002,S004,25,0,0
2024-06-02,SKU0002,S004,22,0,0
2024-06-03,SKU0002,S004,20,0,0
2024-06-04,SKU0002,S004,17,0,0
2024-06-05,SKU0002,S004,14,17,1
2024-06-06,SKU0002,S004,12,36,2
2024-06-07,SKU0002,S004,10,57,3
2024-06-08,SKU0002,S004,27,38,2
2024-06-09,SKU0002,S004,24,38,2
2024-06-10,SKU0002,S004,38,21,1
2024-06-11,SKU0002,S004,36,21,1
2024-06-12,SKU0002,S004,32,21,1
2024-06-13,SKU0002,S004,29,21,1
2024-06-14,SKU0002,S004,27,21,1
2024-06-15,SKU0002,S004,24,21,1
2024-06-16,SKU0002,S004,42,0,0
2024-06-17,SKU0002,S004,39,0,0
2024-06-18,SKU0002,S004,37,0,0
2024-06-19,SKU0002,S004,35,0,0
2024-06-20,SKU0002,S004,33,0,0
2024-06-21,SKU0002,S004,31,0,0
2024-06-22,SKU0002,S004,28,0,0
2024-06-23,SKU0002,S004,25,0,0
2024-06-24,SKU0002,S004,23,0,0
2024-06-25,SKU0002,S004,18,0,0
2024-06-26,SKU0002,S004,15,0,0
2024-06-27,SKU0002,S004,13,18,1
2024-06-28,SKU0002,S004,10,39,2
2024-06-29,SKU0002,S004,7,63,3
2024-06-30,SKU0002,S004,4,90,4
2024-07-01,SKU0002,S004,17,72,3
2024-07-02,SKU0002,S004,14,89,4
2024-07-03,SKU0002,S004,32,68,3
2024-07-04,SKU0002,S004,30,68,3
2024-07-05,SKU0002,S004,28,68,3
2024-07-06,SKU0002,S004,24,68,3
2024-07-07,SKU0002,S004,48,41,2
2024-07-08,SKU0002,S004,70,17,1
2024-07-09,SKU0002,S004,67,17,1
2024-07-10,SKU0002,S004,65,17,1
2024-07-11,SKU0002,S004,79,0,0
2024-07-12,SKU0002,S004,76,0,0
2024-07-13,SKU0002,S004,74,0,0
2024-07-14,SKU0002,S004,72,0,0
2024-07-15,SKU0002,S004,69,0,0
2024-07-16,SKU0002,S004,66,0,0
2024-07-17,SKU0002,S004,63,0,0
2024-07-18,SKU0002,S004,58,0,0
2024-07-19,SKU0002,S004,56,0,0
2024-07-20,SKU0002,S004,54,0,0
2024-07-21,SKU0002,S004,51,0,0
2024-07-22,SKU0002,S004,49,0,0
2024-07-23,SKU0002,S004,46,0,0
2024-07-24,SKU0002,S004,43,0,0
2024-07-25,SKU0002,S004,39,0,0
2024-07-26,SKU0002,S004,37,0,0
2024-07-27,SKU0002,S004,34,0,0
2024-07-28,SKU0002,S004,31,0,0
2024-07-29,SKU0002,S004,29,0,0
2024-07-30,SKU0002,S004,26,0,0
2024-07-31,SKU0002,S004,23,0,0
2024-08-01,SKU0002,S004,21,0,0
2024-08-02,SKU0002,S004,19,0,0
2024-08-03,SKU0002,S004,15,0,0
2024-08-04,SKU0002,S004,12,19,1
2024-08-05,SKU0002,S004,9,41,2
2024-08-06,SKU0002,S004,6,66,3
2024-08-07,SKU0002,S004,3,94,4
2024-08-08,SKU0002,S004,0,125,5
2024-08-09,SKU0002,S004,0,156,6
2024-08-10,SKU0002,S004,41,112,4
2024-08-11,SKU0002,S004,38,112,4
2024-08-12,SKU0002,S004,85,62,2
2024-08-13,SKU0002,S004,82,62,2
2024-08-14,SKU0002,S004,111,31,1
2024-08-15,SKU0002,S004,108,31,1
2024-08-16,SKU0002,S004,136,0,0
2024-08-17,SKU0002,S004,133,0,0
2024-08-18,SKU0002,S004,131,0,0
2024-08-19,SKU0002,S004,128,0,0
2024-08-20,SKU0002,S004,126,0,0
2024-08-21,SKU0002,S004,123,0,0
2024-08-22,SKU0002,S004,120,0,0
2024-08-23,SKU0002,S004,118,0,0
2024-08-24,SKU0002,S004,116,0,0
2024-08-25,SKU0002,S004,113,0,0
2024-08-26,SKU0002,S004,109,0,0
2024-08-27,SKU0002,S004,106,0,0
2024-08-28,SKU0002,S004,103,0,0
2024-08-29,SKU0002,S004,101,0,0
2024-08-30,SKU0002,S004,98,0,0
2024-08-31,SKU0002,S004,95,0,0
2024-09-01,SKU0002,S004,92,0,0
2024-09-02,SKU0002,S004,89,0,0
2024-09-03,SKU0002,S004,84,0,0
2024-09-04,SKU0002,S004,81,0,0
2024-09-05,SKU0002,S004,78,0,0
2024-09-06,SKU0002,S004,75,0,0
2024-09-07,SKU0002,S004,72,0,0
2024-09-08,SKU0002,S004,69,0,0
2024-09-09,SKU0002,S004,66,0,0
2024-09-10,SKU0002,S004,63,0,0
2024-09-11,SKU0002,S004,60,0,0
2024-09-12,SKU0002,S004,57,0,0
2024-09-13,SKU0002,S004,54,0,0
2024-09-14,SKU0002,S004,51,0,0
2024-09-15,SKU0002,S004,48,0,0
2024-09-16,SKU0002,S004,45,0,0
2024-09-17,SKU0002,S004,42,0,0
2024-09-18,SKU0002,S004,39,0,0
2024-09-19,SKU0002,S004,36,0,0
2024-09-20,SKU0002,S004,32,0,0
2024-09-21,SKU0002,S004,29,0,0
2024-09-22,SKU0002,S004,26,0,0
2024-09-23,SKU0002,S004,23,0,0
2024-09-24,SKU0002,S004,21,0,0
2024-09-25,SKU0002,S004,18,0,0
2024-09-26,SKU0002,S004,15,0,0
2024-09-27,SKU0002,S004,12,19,1
2024-09-28,SKU0002,S004,8,42,2
2024-09-29,SKU0002,S004,28,19,1
2024-09-30,SKU0002,S004,25,19,1
2024-10-01,SKU0002,S004,22,19,1
2024-10-02,SKU0002,S004,20,19,1
2024-10-03,SKU0002,S004,17,19,1
2024-10-04,SKU0002,S004,33,0,0
2024-10-05,SKU0002,S004,30,0,0
2024-10-06,SKU0002,S004,28,0,0
2024-10-07,SKU0002,S004,25,0,0
2024-10-08,SKU0002,S004,23,0,0
2024-10-09,SKU0002,S004,20,0,0
2024-10-10,SKU0002,S004,17,0,0
2024-10-11,SKU0002,S004,14,17,1
2024-10-12,SKU0002,S004,11,37,2
2024-10-13,SKU0002,S004,9,59,3
2024-10-14,SKU0002,S004,6,84,4
2024-10-15,SKU0002,S004,23,64,3
2024-10-16,SKU0002,S004,21,64,3
2024-10-17,SKU0002,S004,35,47,2
2024-10-18,SKU0002,S004,52,25,1
2024-10-19,SKU0002,S004,49,25,1
2024-10-20,SKU0002,S004,46,25,1
2024-10-21,SKU0002,S004,44,25,1
2024-10-22,SKU0002,S004,67,0,0
2024-10-23,SKU0002,S004,64,0,0
2024-10-24,SKU0002,S004,62,0,0
2024-10-25,SKU0002,S004,58,0,0
2024-10-26,SKU0002,S004,55,0,0
2024-10-27,SKU0002,S004,50,0,0
2024-10-28,SKU0002,S004,47,0,0
2024-10-29,SKU0002,S004,45,0,0
2024-10-30,SKU0002,S004,42,0,0
2024-10-31,SKU0002,S004,39,0,0
2024-11-01,SKU0002,S004,36,0,0
2024-11-02,SKU0002,S004,33,0,0
2024-11-03,SKU0002,S004,27,0,0
2024-11-04,SKU0002,S004,24,0,0
2024-11-05,SKU0002,S004,20,0,0
2024-11-06,SKU0002,S004,17,0,0
2024-11-07,SKU0002,S004,15,0,0
2024-11-08,SKU0002,S004,13,18,1
2024-11-09,SKU0002,S004,10,39,2
2024-11-10,SKU0002,S004,6,64,3
2024-11-11,SKU0002,S004,2,93,4
2024-11-12,SKU0002,S004,16,75,3
2024-11-13,SKU0002,S004,13,93,4
2024-11-14,SKU0002,S004,49,54,2
2024-11-15,SKU0002,S004,75,25,1
2024-11-16,SKU0002,S004,73,25,1
2024-11-17,SKU0002,S004,95,0,0
2024-11-18,SKU0002,S004,92,0,0
2024-11-19,SKU0002,S004,88,0,0
2024-11-20,SKU0002,S004,85,0,0
2024-11-21,SKU0002,S004,83,0,0
2024-11-22,SKU0002,S004,80,0,0
2024-11-23,SKU0002,S004,76,0,0
2024-11-24,SKU0002,S004,73,0,0
2024-11-25,SKU0002,S004,70,0,0
2024-11-26,SKU0002,S004,67,0,0
2024-11-27,SKU0002,S004,64,0,0
2024-11-28,SKU0002,S004,62,0,0
2024-11-29,SKU0002,S004,59,0,0
2024-11-30,SKU0002,S004,56,0,0
2024-12-01,SKU0002,S004,53,0,0
2024-12-02,SKU0002,S004,50,0,0
2024-12-03,SKU0002,S004,48,0,0
2024-12-04,SKU0002,S004,46,0,0
2024-12-05,SKU0002,S004,43,0,0
2024-12-06,SKU0002,S004,39,0,0
2024-12-07,SKU0002,S004,36,0,0
2024-12-08,SKU0002,S004,33,0,0
2024-12-09,SKU0002,S004,30,0,0
2024-12-10,SKU0002,S004,25,0,0
2024-12-11,SKU0002,S004,22,0,0
2024-12-12,SKU0002,S004,16,0,0
2024-12-13,SKU0002,S004,13,18,1
2024-12-14,SKU0002,S004,10,39,2
2024-12-15,SKU0002,S004,7,63,3
2024-12-16,SKU0002,S004,22,45,2
2024-12-17,SKU0002,S004,19,45,2
2024-12-18,SKU0002,S004,16,45,2
2024-12-19,SKU0002,S004,14,62,3
2024-12-20,SKU0002,S004,35,38,2
2024-12-21,SKU0002,S004,32,38,2
2024-12-22,SKU0002,S004,50,17,1
2024-12-23,SKU0002,S004,47,17,1
2024-12-24,SKU0002,S004,44,17,1
2024-12-25,SKU0002,S004,41,17,1
2024-12-26,SKU0002,S004,55,0,0
2024-12-27,SKU0002,S004,52,0,0
2024-12-28,SKU0002,S004,49,0,0
2024-12-29,SKU0002,S004,45,0,0
2024-12-30,SKU0002,S004,42,0,0
2024-01-01,SKU0002,S005,18,0,0
2024-01-02,SKU0002,S005,16,0,0
2024-01-03,SKU0002,S005,13,19,1
2024-01-04,SKU0002,S005,11,40,2
2024-01-05,SKU0002,S005,9,63,3
2024-01-06,SKU0002,S005,6,89,4
2024-01-07,SKU0002,S005,3,118,5
2024-01-08,SKU0002,S005,40,78,3
2024-01-09,SKU0002,S005,38,78,3
2024-01-10,SKU0002,S005,64,49,2
2024-01-11,SKU0002,S005,87,23,1
2024-01-12,SKU0002,S005,84,23,1
2024-01-13,SKU0002,S005,81,23,1
2024-01-14,SKU0002,S005,101,0,0
2024-01-15,SKU0002,S005,98,0,0
2024-01-16,SKU0002,S005,95,0,0
2024-01-17,SKU0002,S005,91,0,0
2024-01-18,SKU0002,S005,88,0,0
2024-01-19,SKU0002,S005,85,0,0
2024-01-20,SKU0002,S005,82,0,0
2024-01-21,SKU0002,S005,79,0,0
2024-01-22,SKU0002,S005,77,0,0
2024-01-23,SKU0002,S005,74,0,0
2024-01-24,SKU0002,S005,71,0,0
2024-01-25,SKU0002,S005,69,0,0
2024-01-26,SKU0002,S005,66,0,0
2024-01-27,SKU0002,S005,63,0,0
2024-01-28,SKU0002,S005,60,0,0
2024-01-29,SKU0002,S005,58,0,0
2024-01-30,SKU0002,S005,55,0,0
2024-01-31,SKU0002,S005,52,0,0
2024-02-01,SKU0002,S005,49,0,0
2024-02-02,SKU0002,S005,46,0,0
2024-02-03,SKU0002,S005,43,0,0
2024-02-04,SKU0002,S005,41,0,0
2024-02-05,SKU0002,S005,38,0,0
2024-02-06,SKU0002,S005,36,0,0
2024-02-07,SKU0002,S005,33,0,0
2024-02-08,SKU0002,S005,30,0,0
2024-02-09,SKU0002,S005,27,0,0
2024-02-10,SKU0002,S005,23,0,0
2024-02-11,SKU0002,S005,19,0,0
2024-02-12,SKU0002,S005,17,0,0
2024-02-13,SKU0002,S005,12,20,1
2024-02-14,SKU0002,S005,9,43,2
2024-02-15,SKU0002,S005,6,69,3
2024-02-16,SKU0002,S005,3,98,4
2024-02-17,SKU0002,S005,0,130,5
2024-02-18,SKU0002,S005,0,162,6
2024-02-19,SKU0002,S005,0,194,7
2024-02-20,SKU0002,S005,0,226,8
2024-02-21,SKU0002,S005,40,183,6
2024-02-22,SKU0002,S005,130,90,3
2024-02-23,SKU0002,S005,185,32,1
2024-02-24,SKU0002,S005,181,32,1
2024-02-25,SKU0002,S005,178,32,1
2024-02-26,SKU0002,S005,175,32,1
2024-02-27,SKU0002,S005,172,32,1
2024-02-28,SKU0002,S005,201,0,0
2024-02-29,SKU0002,S005,198,0,0
2024-03-01,SKU0002,S005,196,0,0
2024-03-02,SKU0002,S005,193,0,0
2024-03-03,SKU0002,S005,189,0,0
2024-03-04,SKU0002,S005,187,0,0
2024-03-05,SKU0002,S005,184,0,0
2024-03-06,SKU0002,S005,182,0,0
2024-03-07,SKU0002,S005,179,0,0
2024-03-08,SKU0002,S005,176,0,0
2024-03-09,SKU0002,S005,173,0,0
2024-03-10,SKU0002,S005,170,0,0
2024-03-11,SKU0002,S005,168,0,0
2024-03-12,SKU0002,S005,165,0,0
2024-03-13,SKU0002,S005,162,0,0
2024-03-14,SKU0002,S005,160,0,0
2024-03-15,SKU0002,S005,158,0,0
2024-03-16,SKU0002,S005,155,0,0
2024-03-17,SKU0002,S005,152,0,0
2024-03-18,SKU0002,S005,149,0,0
2024-03-19,SKU0002,S005,146,0,0
2024-03-20,SKU0002,S005,143,0,0
2024-03-21,SKU0002,S005,141,0,0
2024-03-22,SKU0002,S005,138,0,0
2024-03-23,SKU0002,S005,135,0,0
