loan_id,age,employment_status,tenure_months,annual_income,residence_type,dependents,credit_score,delinquencies_12m,inquiries_6m,revolving_utilization,total_open_accounts,months_since_last_delinquency,loan_amount,term_months,interest_rate,installment_amount,purpose,months_on_book,current_balance,missed_payments_3m,days_past_due,payment_to_income_ratio,unemployment_rate,inflation_rate,cash_rate_proxy,region,region_risk_index,default_12m,lgd,ead,ecl_true
1170,64,Unemployed,25,18000.0,Rent,1,695,0,1,0.2889602645853923,7,35,6477.0,36,0.07083978822553232,200.24,Debt Consolidation,34,359.83,0,0,0.13349333333333335,4.373296701589081,2.7743894757575838,4.025445765998504,Inner Metro,0.95,0,0.6076979898666853,359.83,25.922992168693483
1171,18,Employed,47,50782.0,Rent,3,661,1,2,0.14879036704576457,4,16,6350.0,36,0.09798887456895897,204.3,Other,43,317.5,0,0,0.04827694852506794,5.701157936841777,3.8582504166282714,4.077801774709619,Inner Metro,0.95,0,0.6374776717489852,317.5,31.03583549420447
1172,45,Employed,150,20968.0,Rent,3,665,1,0,0.30268017929472074,5,14,3771.0,48,0.08142471680536416,92.31,Debt Consolidation,58,188.55,0,0,0.05282907287294926,4.1084464071510425,4.136072276929825,3.7485878731334052,Outer Metro,1.0,0,0.6685360022521073,188.55,5.93176939563458
1173,32,Employed,20,39850.0,Mortgage,0,700,0,0,0.01903558432171689,5,42,6991.0,72,0.07561239855846079,121.08,Debt Consolidation,56,1553.56,0,0,0.036460727728983684,7.065292434056039,4.399368929569766,4.112423922189997,Inner Metro,0.95,0,0.6197232007420942,1553.56,31.86578071585324
1174,29,Student,23,18000.0,Rent,0,587,1,0,0.716236819155581,6,10,3178.0,36,0.1097517515818291,104.01,Medical,12,2118.67,0,0,0.06934,4.950567437679068,4.636058367624582,3.591127295245498,Regional,1.08,0,0.7551733231313701,2118.67,558.9664239471757
1175,43,Employed,32,20632.0,Rent,1,626,1,0,0.46202031167761354,10,14,5226.0,24,0.1156176546823618,244.94,Medical,45,261.3,0,0,0.1424621946490888,6.040535750092332,4.101133424149367,5.201849715353082,Outer Metro,1.0,1,0.6368549314427951,261.3,43.01150765216168
1176,41,Employed,86,76852.0,Mortgage,1,771,0,1,0.3088524051855234,7,16,11772.0,36,0.08771640609538175,373.1,Home Improvement,33,981.0,0,0,0.05825742986519545,5.943653309965744,3.8876432601906337,3.0,Regional,1.08,0,0.6053196397340445,981.0,26.38096627428633
1177,47,Employed,12,40779.0,Rent,1,604,0,2,0.6238623147753757,10,35,10350.0,24,0.15532895776499334,504.46,Debt Consolidation,50,517.5,0,0,0.1484469947767233,7.146280936758311,5.183956154891648,4.701973081923858,Outer Metro,1.0,0,0.638197121515872,517.5,117.65346040726935
1178,39,Employed,50,29530.0,Mortgage,2,630,1,0,0.3029886872599024,8,10,6071.0,60,0.0932487437458885,126.98,Home Improvement,45,1517.75,0,0,0.051600406366407045,4.674435581422932,3.8273718807597295,3.6162987828447912,Inner Metro,0.95,0,0.668716605619621,1517.75,94.90466644989019
1179,29,Employed,38,72486.0,Mortgage,1,670,0,1,0.4777878180562056,5,74,16252.0,36,0.11199053538670738,533.6,Debt Consolidation,48,812.6,0,0,0.08833705819054714,5.32729872073451,5.2440220780919145,5.410698321107023,Inner Metro,0.95,0,0.6061683290302825,812.6,55.440625457855695
1180,24,Employed,69,58135.0,Rent,1,734,0,2,0.35318612873868427,8,55,8249.0,60,0.07501069805776785,165.3,Medical,29,4261.98,0,0,0.03412058140534962,3.518326607771203,5.057482052593865,4.328459603922412,Inner Metro,0.95,0,0.6057797539475952,4261.98,222.8858279018903
1181,32,Employed,90,76934.0,Rent,4,686,0,1,0.43625970705394507,3,53,10225.0,36,0.11062816586709541,335.06,Medical,28,2272.22,0,0,0.05226193880468973,5.323777862067801,5.888560784885781,4.854477113550818,Regional,1.08,0,0.6378738211474978,2272.22,106.95347469575363
1182,46,Employed,25,60031.0,Rent,0,585,2,1,0.3523507509744526,4,2,10176.0,72,0.1185078206476931,198.15,Car,56,2261.33,1,24,0.03960953507354534,6.568013875695115,4.283075995638636,3.8775208490156734,Inner Metro,0.95,0,0.7075361063775203,2261.33,601.4137305691414
1183,49,Employed,37,18005.0,Mortgage,3,756,0,1,0.10076781662912387,4,56,4759.0,36,0.08476219516392015,150.18,Other,7,3833.64,0,0,0.10009219661205221,5.4633660304162746,5.876797664460763,5.799813653707828,Inner Metro,0.95,0,0.6203179635608136,3833.64,77.77046943481048
1184,19,Employed,103,72011.0,Own,1,563,1,0,0.503769798189983,7,17,6378.0,48,0.12809892853570354,170.5,Medical,31,2258.87,0,0,0.02841232589465498,7.975203447529465,3.6054548880733934,3.256638694120105,Inner Metro,0.95,0,0.6595128858663483,2258.87,502.23225310196744
1185,35,Unemployed,12,21617.0,Rent,1,631,1,1,0.0340789006154612,8,4,3464.0,48,0.07368714610372033,83.54,Car,37,793.83,0,0,0.04637461257343757,5.823651898445139,4.449304214901082,3.8345307381912543,Inner Metro,0.95,0,0.6689333925403634,793.83,84.5103530161451
1186,35,Employed,12,32497.0,Own,0,633,2,2,0.2838519465673359,5,11,3316.0,36,0.06705620625590746,101.94,Other,12,2210.67,0,0,0.03764285934086223,4.551505115978412,4.994516390357304,3.517308311732868,Regional,1.08,0,0.675181427112744,2210.67,230.86726058279214
1187,41,Employed,141,55120.0,Rent,3,722,0,2,0.10392676399953402,8,54,13146.0,48,0.08548950008174003,324.33,Car,40,2191.0,0,0,0.0706088534107402,5.7469176976074055,2.6861294899427133,4.432308226498903,Inner Metro,0.95,0,0.6168177661701457,2191.0,28.323036778649406
1188,31,Employed,24,96033.0,Rent,3,700,0,1,0.3626653743904459,9,72,7984.0,36,0.0691207507735056,246.2,Other,42,399.2,0,0,0.030764424728999405,3.443926236805125,3.4893961899037036,4.590365117587398,Remote,1.18,1,0.6272892395564721,399.2,10.516501877786617
1189,21,Employed,68,81561.0,Rent,0,571,2,1,0.26675226665254,4,16,26239.0,36,0.08043362484803417,822.76,Debt Consolidation,41,1311.95,0,0,0.12105197336962518,4.241222871171556,3.1317687006582275,3.237079932182515,Inner Metro,0.95,0,0.7037567059104635,1311.95,160.37757518938517
1190,34,Employed,39,85154.0,Own,0,609,0,1,0.6488494449834515,3,51,9296.0,24,0.11242817715647312,434.32,Debt Consolidation,30,464.8,0,0,0.06120487587194964,3.7395889536569706,3.9251265906263493,3.444982689658443,Outer Metro,1.0,1,0.5644968794796577,464.8,32.933856855920915
1191,51,Employed,10,41867.0,Rent,2,690,0,4,0.12768118041681906,5,75,9739.0,48,0.07106425139903536,233.69,Home Improvement,16,6492.67,0,0,0.06698067690543866,5.219333066989149,3.3074835736143893,3.3903936517730706,Inner Metro,0.95,0,0.6329070030434147,6492.67,148.48666420286654
1192,18,Employed,74,39443.0,Rent,0,636,0,2,0.41712960209264427,4,77,5726.0,72,0.09886652668501524,105.75,Debt Consolidation,26,3658.28,1,25,0.032173009152447835,5.127372185980384,4.138508702673977,3.0346307710268423,Inner Metro,0.95,0,0.6461140435044508,3658.28,331.2572102340517
1193,25,Employed,16,67453.0,Rent,0,673,0,3,0.4502935935059401,6,71,9067.0,72,0.11764592076835315,176.15,Debt Consolidation,52,2518.61,0,0,0.03133737565415919,6.646131580323589,3.8986795146315067,3.8135848615970236,Regional,1.08,0,0.593554331160173,2518.61,105.88083514923721
1194,37,Self-employed,28,35024.0,Own,1,628,0,0,0.5066439791565607,6,65,7369.0,60,0.09637424316247277,155.26,Other,48,1473.8,0,0,0.05319552306989493,5.0811178141378095,3.636734139625396,6.237397169609111,Remote,1.18,0,0.6134938787388461,1473.8,304.33460820298563
1195,31,Employed,50,45788.0,Own,0,654,0,2,0.1279401906566034,8,50,9662.0,72,0.06924728996572528,164.38,Debt Consolidation,20,6978.11,0,0,0.04308028304359221,3.9969762559082036,4.196043062961207,4.640298308392309,Regional,1.08,0,0.5065778529510789,6978.11,206.56790625975165
1196,25,Employed,12,100469.0,Rent,2,574,2,2,0.6361555473374342,6,5,38667.0,36,0.133399051107072,1309.18,Home Improvement,37,1933.35,0,0,0.15636823298728963,7.071181258825592,3.1128995904042354,3.836605021216302,Inner Metro,0.95,0,0.6767186883653158,1933.35,729.5524579362268
1197,30,Employed,52,24429.0,Own,3,624,1,2,0.0980419668461028,7,11,4319.0,60,0.05,81.5,Car,54,431.9,1,34,0.04003438536166032,3.0,2.8791534294093792,4.231384346088409,Inner Metro,0.95,0,0.5916544740757927,431.9,9.155539417671815
1198,41,Unemployed,25,18000.0,Rent,3,601,1,1,0.5842365615402558,7,19,2485.0,72,0.1179019620472442,48.31,Car,46,897.36,1,24,0.03220666666666667,5.246158670695429,2.448778204174352,3.0,Outer Metro,1.0,1,0.7382723385579102,897.36,241.93632519384406
1199,41,Employed,67,25009.0,Mortgage,0,683,0,1,0.4197488464892359,6,58,7697.0,24,0.09792865945729258,354.44,Debt Consolidation,48,384.85,0,0,0.1700699748090687,5.4611289897958475,2.0,3.0013783248658217,Inner Metro,0.95,0,0.6586815789108291,384.85,25.00287662389006
1200,47,Employed,21,82417.0,Mortgage,1,698,0,2,0.20615356253434575,4,83,7647.0,72,0.07140681974102026,130.89,Medical,13,6266.29,0,0,0.0190577186745453,5.187654954197074,3.116387889134059,3.6441507451154993,Outer Metro,1.0,0,0.5568060399268627,6266.29,218.91197215891404
1201,45,Employed,24,60226.0,Rent,1,519,2,0,0.7253165022233631,4,0,15492.0,60,0.14534212256210327,364.78,Car,3,14717.4,1,24,0.07268223026599807,5.800110256468216,4.700463924546977,3.229591524474581,Outer Metro,1.0,1,0.7327655514511826,14717.4,6148.703675557888
1202,23,Employed,44,36249.0,Own,1,740,0,0,0.12858982214944475,9,67,5393.0,48,0.0790361098996023,131.42,Car,43,561.77,1,29,0.043505751882810556,5.332828261456838,3.7429795964352532,5.356748011405449,Outer Metro,1.0,0,0.6233813554744557,561.77,9.786993477605595
1203,44,Employed,75,29702.0,Rent,4,668,0,1,0.3435851260971288,3,31,5739.0,48,0.11103745187051164,148.62,Other,27,2510.81,0,0,0.060044441451754096,5.799591963953194,4.015840493777707,6.390929779299868,Regional,1.08,1,0.6133264459012414,2510.81,144.36983129466753
1204,45,Employed,69,25270.0,Own,1,738,0,2,0.03576276511433166,7,53,2953.0,36,0.08261914164740392,92.89,Debt Consolidation,16,1640.56,0,0,0.04411080332409972,4.477336845072394,3.473894517801356,5.362759833496222,Outer Metro,1.0,0,0.5473479546600536,1640.56,14.382279861639391
1205,32,Employed,35,73660.0,Rent,1,691,0,0,0.34935912946367526,5,50,6566.0,24,0.06525480900979276,292.57,Medical,35,328.3,0,0,0.047662774911756724,3.4491371147312218,6.511884530716236,3.707799756277927,Inner Metro,0.95,0,0.600577912629129,328.3,19.297438858681634
1206,52,Employed,43,67435.0,Mortgage,1,635,1,1,0.26197184442004556,7,21,17617.0,24,0.10430277344930189,816.44,Medical,46,880.85,0,0,0.1452847927634018,5.144376057796765,4.215212162775185,4.508799163135474,Inner Metro,0.95,0,0.7120571160769388,880.85,51.88119458884462
1207,31,Self-employed,18,110311.0,Rent,1,712,0,1,0.21440693628493665,7,47,14156.0,48,0.0677992503759926,337.54,Medical,14,10027.17,0,0,0.03671873158615188,3.9681703887894795,3.260709190592218,5.012999812840345,Outer Metro,1.0,0,0.5511757121185621,10027.17,168.81221090241252
1208,50,Employed,26,40633.0,Mortgage,2,693,0,1,0.30347652818779486,6,67,4717.0,72,0.07651915578809901,81.9,Car,37,2292.99,1,29,0.024187236974872642,4.325770189934904,2.6261017581044523,4.898072612875631,Outer Metro,1.0,0,0.6238890502723801,2292.99,69.5761300472917
1209,45,Self-employed,8,35295.0,Rent,1,706,0,1,0.12619249343737285,10,79,7221.0,24,0.10487601056148615,334.84,Home Improvement,14,3008.75,1,22,0.11384275393115172,6.59377748922419,6.227152573935997,5.991521712731135,Inner Metro,0.95,0,0.6105697369675666,3008.75,151.19086244610992
1210,36,Student,25,36247.0,Rent,2,702,0,0,0.3643856640604521,4,60,12567.0,60,0.1160796677949073,277.06,Debt Consolidation,42,3770.1,0,0,0.09172400474522029,7.069597354617713,2.177526565263575,3.3020102100484867,Inner Metro,0.95,0,0.6071684555550294,3770.1,409.9787555217603
1211,27,Employed,34,66792.0,Own,2,663,1,3,0.27995141923245875,6,13,12078.0,72,0.08785838794357503,216.43,Home Improvement,45,4529.25,0,0,0.03888429752066116,6.571247328676472,2.9668202361084512,4.6499757424877854,Regional,1.08,0,0.6453332563277103,4529.25,555.3802331697598
1212,32,Unemployed,3,18000.0,Mortgage,1,542,1,3,0.6651972271523864,5,13,4982.0,24,0.14484694274674464,240.34,Car,53,249.1,0,0,0.16022666666666666,6.348857884847585,2.9675813232439365,4.446850294403862,Regional,1.08,1,0.7472204809457308,249.1,129.2814582421355
1213,31,Employed,55,52316.0,Rent,0,739,0,1,0.0,6,67,8508.0,36,0.0680929294873513,261.96,Other,15,4963.0,0,0,0.06008716262711215,5.271941379033406,3.954887036634581,4.160723092133004,Outer Metro,1.0,0,0.583298516202963,4963.0,124.74693203643419
1214,58,Employed,5,54138.0,Rent,2,639,0,0,0.150809939472256,8,53,20772.0,48,0.08722199512623072,514.18,Home Improvement,20,12117.0,1,27,0.11397096309431452,6.418532768648917,4.461567476738593,3.0,Inner Metro,0.95,0,0.5703150056247976,12117.0,358.4397824824218
1215,50,Unemployed,9,18000.0,Mortgage,2,722,0,2,0.17973094279432292,5,46,3800.0,48,0.10643833188690584,97.56,Debt Consolidation,19,2295.83,1,32,0.06504,5.626742741485948,4.088973272436958,3.041125214047735,Inner Metro,0.95,0,0.6415343835476593,2295.83,175.77781078439475
1216,49,Employed,11,26894.0,Own,2,670,0,3,0.28290378096647206,6,61,2183.0,36,0.15602667103593176,76.32,Medical,35,109.15,0,0,0.034053692273369525,7.536988537749448,3.52595851227441,5.789885374111538,Outer Metro,1.0,0,0.5432016822613301,109.15,7.903512476184708
1217,42,Employed,146,64318.0,Mortgage,0,638,0,2,0.661043667044484,6,74,22299.0,36,0.11266240286242897,732.86,Debt Consolidation,23,8052.42,0,0,0.13673186355297118,4.0982785984816985,2.183666057323086,5.353191881823181,Inner Metro,0.95,0,0.6522532613860259,8052.42,1081.339990183971
1218,33,Employed,112,61184.0,Own,1,700,0,1,0.6695848784671277,6,23,15799.0,24,0.13137088639453137,752.13,Debt Consolidation,6,11849.25,0,0,0.14751503661087864,6.007130043032676,6.413608611416992,3.3577744440231028,Outer Metro,1.0,0,0.6750669140896584,11849.25,2052.0408089067755
1219,46,Employed,32,42303.0,Rent,0,667,1,2,0.3234270564292284,8,13,4984.0,48,0.07297354199634902,120.04,Debt Consolidation,12,3738.0,0,0,0.034051485710233316,3.6828488528208663,4.344385689925617,3.0,Outer Metro,1.0,0,0.6913745956980457,3738.0,164.60306277988758
1220,28,Employed,44,28392.0,Own,0,643,0,3,0.10044813676784843,6,64,6790.0,24,0.09154636907471389,310.68,Other,2,6224.17,0,0,0.13131022823330515,6.014018512159331,4.737895465138466,4.528062811138674,Inner Metro,0.95,0,0.5717616720663862,6224.17,356.23543106627204
1221,55,Employed,240,90313.0,Rent,1,717,0,0,0.11789475868463387,8,19,11247.0,24,0.05,493.42,Car,9,7029.38,0,0,0.06556132561203813,3.1370729802435093,3.1211815584345715,4.420115959336118,Inner Metro,0.95,0,0.6066805011544939,7029.38,115.30905731051901
1222,21,Employed,108,110251.0,Own,0,685,0,1,0.05569297006565377,3,44,40349.0,24,0.05,1770.17,Debt Consolidation,14,16812.08,1,20,0.19266981705381356,3.743748596190173,3.613763696128869,3.0,Inner Metro,0.95,0,0.536453489122135,16812.08,445.53413712806713
1223,26,Employed,53,49310.0,Mortgage,2,625,1,2,0.19186224751970604,4,22,8983.0,24,0.08889436966992932,409.93,Car,48,449.15,0,0,0.09975988643277225,3.660851419928134,5.524711318943821,6.556022819309291,Regional,1.08,0,0.6563440102338032,449.15,18.135063951216072
1224,45,Employed,56,70345.0,Own,0,610,2,0,0.2322580172381073,8,12,7728.0,24,0.11354006471047652,361.46,Car,10,4508.0,0,0,0.06166067240031274,5.502558401269363,2.0,5.7401624517586,Outer Metro,1.0,0,0.63118070643877,4508.0,347.198673112636
1225,35,Employed,115,42957.0,Rent,3,697,0,1,0.3853042906849021,11,44,10331.0,48,0.09910033103957992,261.57,Home Improvement,14,7317.79,0,0,0.07306934841818563,5.625430188683531,4.992549079726136,3.4203572204182198,Inner Metro,0.95,0,0.6338278698042281,7317.79,287.7082990923818
1226,51,Self-employed,11,32140.0,Rent,1,649,0,1,0.2734094739877864,9,35,10634.0,72,0.1533768898248855,226.81,Home Improvement,59,1920.03,0,0,0.08468326073428749,8.14057479368145,3.6788728357211795,5.811688723649596,Regional,1.08,0,0.661039221274332,1920.03,281.43017792077956
1227,52,Self-employed,78,53463.0,Mortgage,1,691,0,1,0.20317418489135708,5,68,17145.0,36,0.09931012996828706,552.67,Debt Consolidation,9,12858.75,0,0,0.1240491554907132,5.090451382650938,4.540779822518597,4.729025748533206,Outer Metro,1.0,0,0.5615674930512674,12858.75,493.5722876116156
1228,18,Employed,40,60508.0,Own,0,580,2,1,0.5787497648447519,1,2,12252.0,36,0.14108558518675596,419.39,Debt Consolidation,22,4764.67,1,20,0.08317379520063463,6.127047646570539,6.164373085660904,5.224119161211085,Outer Metro,1.0,1,0.6997387294994692,4764.67,1336.2856142642925
1229,29,Employed,149,43464.0,Mortgage,0,749,0,2,0.2061626409702015,10,34,4932.0,36,0.10005454772580369,159.15,Debt Consolidation,40,246.6,0,0,0.043939812258420766,5.393044072200014,3.378847592516571,3.657213877194117,Regional,1.08,0,0.5691123212831687,246.6,4.141211877307412
1230,28,Employed,109,47528.0,Rent,2,655,0,0,0.5106841860588061,8,64,13759.0,48,0.11687137881550919,360.22,Debt Consolidation,45,859.94,0,0,0.09094933512876621,6.026677671958776,2.0,5.119320828969857,Inner Metro,0.95,0,0.6491973549011962,859.94,47.66349934926583
1231,48,Student,38,18000.0,Mortgage,2,679,0,2,0.10668108130400916,9,71,2675.0,36,0.10600837581467878,87.07,Car,8,2080.56,0,0,0.05804666666666666,5.372396178928562,2.5812247498405005,6.721484444504512,Inner Metro,0.95,0,0.5541868315406071,2080.56,64.3491548829546
1232,23,Employed,35,61441.0,Rent,1,633,1,0,0.3061069745972453,6,0,6780.0,72,0.12807877560610706,135.42,Car,23,4614.17,1,21,0.02644878826842011,6.519540246690213,4.0167975321094636,5.680216914912656,Outer Metro,1.0,0,0.6183088490850038,4614.17,702.9187507223196
1233,18,Self-employed,11,57919.0,Own,0,673,0,2,0.512088345837084,10,71,20578.0,72,0.09717033385671887,378.29,Home Improvement,47,7145.14,0,0,0.07837635318289336,3.9367917812929365,6.143829491483697,5.239114707092046,Inner Metro,0.95,1,0.6361497328162039,7145.14,989.3748781776246
1234,27,Employed,25,48754.0,Own,0,703,0,2,0.17986573070861125,7,37,10770.0,24,0.056123675015802725,475.45,Home Improvement,26,538.5,0,0,0.11702424416458136,3.0,3.495378916764942,3.0,Outer Metro,1.0,0,0.6049054452586843,538.5,6.6455528981099015
1235,44,Employed,101,59265.0,Rent,1,579,0,1,0.6276903790825187,9,69,8398.0,36,0.1418158856555117,287.76,Debt Consolidation,19,3965.72,0,0,0.05826575550493546,5.700883746494802,6.012454513620268,5.353848803459537,Inner Metro,0.95,0,0.671034951674527,3965.72,650.1996750278973
1236,59,Employed,6,96703.0,Mortgage,2,685,0,2,0.4337659334494525,10,111,8471.0,24,0.08178813978140087,383.81,Other,22,705.92,1,16,0.047627477947943704,3.0339071976888117,2.0,4.95936155216086,Inner Metro,0.95,0,0.5788690808030726,705.92,26.830025695413745
1237,20,Self-employed,72,72481.0,Mortgage,3,646,1,1,0.2946833682199958,6,0,12323.0,24,0.10296312945472055,570.33,Debt Consolidation,43,616.15,1,29,0.09442419392668425,6.774085995758343,3.3453482754947403,3.685096427155915,Inner Metro,0.95,1,0.6316623593033286,616.15,60.833961899596716
1238,28,Employed,17,30483.0,Rent,2,714,0,1,0.33957259945890333,6,69,4477.0,24,0.07847975402995369,202.17,Medical,29,223.85,0,0,0.07958665485680542,4.542257138683931,5.349263095579074,4.1761127473045345,Inner Metro,0.95,0,0.6606137823080834,223.85,8.54167602992858
1239,39,Employed,34,100332.0,Rent,2,748,0,1,0.35379022923297965,8,53,19596.0,60,0.08051246325991716,397.82,Debt Consolidation,22,12410.8,1,23,0.047580432962564284,3.9541158366924183,5.227028217450867,4.411792959446256,Inner Metro,0.95,0,0.635706275737737,12410.8,442.8445526977665
1240,50,Employed,22,25987.0,Rent,1,632,1,0,0.368890601087761,9,18,6229.0,60,0.14781864104544185,147.48,Debt Consolidation,26,3529.77,0,0,0.06810174317928194,8.44062409435172,2.0,5.035947954007857,Inner Metro,0.95,0,0.6803844731383096,3529.77,672.0227172061759
1241,61,Employed,68,36898.0,Own,2,631,1,1,0.6356204229921797,3,6,8824.0,36,0.12378818717656048,294.68,Home Improvement,11,6127.78,1,26,0.09583608867689306,5.177859982458547,2.9079464058365443,3.0570729854708394,Regional,1.08,0,0.6808351576423768,6127.78,802.4532226666621
1242,42,Employed,70,97658.0,Rent,0,658,0,0,0.6480011666209085,14,81,35896.0,48,0.11515065895717694,936.76,Home Improvement,40,5982.67,0,0,0.115107006082451,4.94787296765694,3.8200863443797917,4.552404919598129,Inner Metro,0.95,1,0.6195013046667229,5982.67,394.7875036201565
1243,46,Employed,97,70421.0,Own,1,563,2,0,0.6702663412678591,11,1,27027.0,60,0.18103237884161183,687.83,Home Improvement,37,10360.35,0,0,0.1172087871515599,6.097570473172036,3.1366658529626035,6.049063139984635,Inner Metro,0.95,0,0.6218976304042803,10360.35,3886.926490965168
1244,39,Employed,53,18000.0,Rent,1,634,1,1,0.18631461164276134,2,16,4918.0,36,0.10092400604802032,158.9,Debt Consolidation,37,245.9,0,0,0.10593333333333334,6.178556947233053,5.520075168396158,5.033664985857514,Inner Metro,0.95,0,0.735234832244821,245.9,20.79940063478374
1245,54,Employed,143,52732.0,Mortgage,1,633,1,2,0.5454406345879521,4,14,10014.0,36,0.13121552432561187,338.0,Car,3,9179.5,1,24,0.07691724190245013,6.566952022470711,4.01673855735757,3.4241872112668075,Inner Metro,0.95,0,0.6902070879200617,9179.5,1965.406798821589
1246,32,Employed,70,26824.0,Rent,0,680,1,1,0.05119808122524255,12,0,4754.0,36,0.055433999620452035,143.64,Home Improvement,43,237.7,0,0,0.06425887265135698,3.6004317999487947,2.1223285359258908,4.770552482657958,Inner Metro,0.95,0,0.5856601905112927,237.7,4.625586239783018
1247,38,Self-employed,45,48489.0,Mortgage,3,670,1,1,0.23048833403306151,5,14,12442.0,36,0.10211563816316621,402.71,Car,0,12442.0,1,31,0.09966219142485924,5.84332813808408,4.598896858442649,4.98306969130751,Outer Metro,1.0,0,0.6643372840608495,12442.0,821.2415149915864
1248,18,Employed,32,54764.0,Mortgage,1,641,0,0,0.4738686102067901,10,61,8455.0,60,0.08795058492108344,174.67,Debt Consolidation,10,7045.83,1,25,0.038274048645095315,4.848176746710977,4.667781804882615,3.0,Inner Metro,0.95,0,0.6086933507089051,7045.83,684.4407761549442
1249,46,Employed,44,27790.0,Rent,2,668,0,0,0.23793237440596066,8,76,7635.0,36,0.07694044208736131,238.18,Debt Consolidation,49,381.75,1,32,0.10284850665707089,4.094765826934529,2.5059796253197355,4.805417144904706,Regional,1.08,0,0.6496751924009733,381.75,12.12087312651215
1250,56,Employed,42,30751.0,Rent,2,661,0,2,0.2109703440454425,6,35,8735.0,48,0.07931205124080017,212.96,Debt Consolidation,53,436.75,1,26,0.08310363890605184,5.257735417602544,2.8417055877588604,4.515320250910638,Regional,1.08,0,0.5971527945427677,436.75,13.578731372730207
1251,45,Employed,22,60581.0,Mortgage,1,627,1,2,0.31742082581515346,8,14,8164.0,48,0.07654974769368988,197.99,Debt Consolidation,0,8164.0,1,31,0.03921823674089236,3.0265093554498224,3.074815403911936,3.0,Inner Metro,0.95,0,0.6739747080950222,8164.0,399.45619802117045
1252,30,Student,4,30939.0,Rent,3,677,0,0,0.18388873747848972,5,67,9405.0,24,0.10105471403307147,434.45,Debt Consolidation,9,5878.12,1,27,0.16850576941724038,6.30751718443508,5.776561494998571,6.413277685201931,Inner Metro,0.95,0,0.6324943386611556,5878.12,598.1696359189835
1253,22,Employed,13,58997.0,Own,0,647,1,0,0.3626127483466234,11,3,20513.0,36,0.10610831709272897,667.8,Home Improvement,48,1025.65,3,75,0.13583063545604013,4.8511888857537215,3.8852363391061044,4.810400404695605,Inner Metro,0.95,0,0.6460616928444557,1025.65,62.48523871893922
1254,57,Employed,8,48885.0,Mortgage,2,654,0,1,0.49776133270952416,7,66,5781.0,36,0.09647125875612123,185.58,Debt Consolidation,28,1284.67,0,0,0.04555507824486039,4.626998852796369,2.0,4.293843048475126,Outer Metro,1.0,0,0.6243700711986506,1284.67,51.38377273670765
1255,27,Self-employed,13,105910.0,Mortgage,1,674,1,3,0.5479630990641442,14,12,32586.0,72,0.09831602191102055,600.92,Car,2,31680.83,0,0,0.06808648852799545,5.034785602767901,2.435562105166958,3.6393594157917963,Inner Metro,0.95,0,0.6596672858089995,31680.83,3375.2536172923355
1256,34,Unemployed,38,18000.0,Mortgage,1,647,0,0,0.23085131820582666,10,74,3860.0,60,0.11733229874324036,85.34,Debt Consolidation,10,3216.67,1,22,0.05689333333333334,4.998979890467573,4.930629942949406,4.610867668028718,Regional,1.08,0,0.6265307767500855,3216.67,477.0141718940984
1257,22,Employed,116,78009.0,Mortgage,1,720,0,0,0.1807753532152476,8,83,14378.0,72,0.10883253255767995,272.81,Debt Consolidation,46,5192.06,0,0,0.0419659270084221,6.56881819756395,3.469324734083191,4.918607710254941,Regional,1.08,0,0.5757165625845231,5192.06,137.9153836906319
1258,43,Self-employed,72,53583.0,Mortgage,2,760,0,2,0.08338070591798655,15,77,12758.0,36,0.06938572556588106,393.57,Car,17,6733.39,0,0,0.08814064162140978,3.8851441326432656,2.40438644284425,5.828673336634424,Regional,1.08,0,0.5545913092485574,6733.39,101.30047162242604
1259,58,Employed,33,50364.0,Mortgage,1,617,1,1,0.29775726079648157,1,0,17633.0,24,0.0992034872387502,813.03,Debt Consolidation,1,16898.29,1,15,0.1937169406719085,4.741352570578756,3.5080227032005924,4.383788169942903,Outer Metro,1.0,0,0.6373099096613227,16898.29,963.3323712748883
1260,39,Unemployed,9,18000.0,Own,0,678,0,0,0.23491721103332946,10,44,2000.0,72,0.08519881620771586,35.58,Other,51,583.33,0,0,0.023719999999999998,4.940131996014793,5.275703907982941,3.149620227586317,Remote,1.18,1,0.5973053008226321,583.33,36.48634403948029
1261,53,Self-employed,72,81435.0,Own,1,684,1,1,0.3614061836054661,10,20,7873.0,36,0.06638744269379958,241.8,Other,43,393.65,2,42,0.03563087124700682,3.9218091715421073,6.8289550247627435,4.420800021757309,Inner Metro,0.95,0,0.6164549611807859,393.65,41.933140491486505
1262,28,Employed,63,23122.0,Own,2,629,0,2,0.5806004199372576,9,46,2708.0,72,0.10854731485153406,51.34,Debt Consolidation,26,1730.11,0,0,0.026644753914021282,5.391176135962326,3.924645414937261,4.4124390115001155,Inner Metro,0.95,0,0.6012999052776169,1730.11,168.65024787965544
1263,37,Employed,17,58685.0,Rent,0,649,0,1,0.23924407756729973,9,47,20991.0,60,0.08720979261269897,432.9,Debt Consolidation,16,15393.4,0,0,0.0885200647524921,4.331352046652874,4.636469439501254,6.140717141086564,Inner Metro,0.95,0,0.6695471050196283,15393.4,1697.5526811116906
1264,40,Employed,30,150099.0,Mortgage,1,649,1,1,0.12100756191262126,7,4,30747.0,60,0.08952050983679066,637.54,Debt Consolidation,47,6661.85,0,0,0.05096956009034037,3.5148615947790973,3.8697497772395977,4.789672290635692,Regional,1.08,0,0.6559787186778214,6661.85,266.98191581525475
